t1	t2	type
the fundamentals of the economy aren’t generating what you want	as a society we had created a set of social norms and values which protected us from our innate short-termism	3
culture follows economics	the system seems to be very, very heavily weighted against them.	3
it would not be in the interest of banks to lend money to people who can’t afford to repay it. Unless the banks knew that someone else was going to meet their problem	JL should be worried that he's taking advantage of people when they are really in no position to negotiate	3
the problems we have is when debt gets out of control.	these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?	3
MP's both.	they're absolutely right	3
it can be dangerous, and particularly for the most vulnerable	both sides of the transaction suffer as a result of ignoring moral hazard	3
We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses	They’re completely negligent in this area	3
Michael Portillo should lend Michael Buerk a fiver	that’s a big moral problem	3
We reckon something like 100 billion pounds has been transferred from savers to borrowers.	the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee	3
they’re not going to do it on their own	it is xxx about JL's industry that leads him to want to pull the wool over people’s eyes	3
this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”	what has driven a great deal of the problems that we’ve got now is the need for capital to find new ways of making money	3
the wrong investments are made	by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps	3
what SR doesn't want to see is a return necessarily to debtors’ prison	I get loans pushed on me all the time	3
they’re less stupid	SR didn’t mean to say that, if it came across as that, at all	3
one that ought to, at least to some extent, be resurrected	the problem is that many people, either knowingly or because credit cards were being thrust at them, have taken on debts they can’t possibly hope to pay	3
the main conversation is, “How do we do compliant adverts?”	they're easily seduced into acting, in the short-term, in ways which aren’t very good for them in the long-term	3
there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area	consumers should have all the information that they need	3
this idea of usury has been fiddled over the years	that is totally untrue	3
It’s beneficial to people	it’s, as it were, intellectually honest to kind of play out the virtues of saving, as opposed to borrowing, when really, unless the two kind of balance out in an economy, there’s no point saving	3
people have run up lots of debt, are paying very low rates of interest, and they’re able to continue to live in houses that they can’t afford to pay for.	a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow	3
they had to be over-hauled because xxx	the cost of bank borrowing doesn’t rise as the bank gets riskier	3
they want voters	We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses	3
interest rates are being kept really low, in order that borrowers won’t bear the consequences of their foolish borrowing.	these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?	3
that has become incredibly dangerous and insupportable	We don’t allow fatty products to say they're healthy	3
we have to change the nature of the financial system and the economy	it’s been pointed out that borrowing money can have disadvantages, as well as advantages	3
not all debt is bad	what JL's doing is providing small loans, for short periods of time, to help them smooth out their family income	3
somehow bankers want people to get into excessive debt	every intellectual, left and right, everybody went along with it	3
it seems to be odd that JW talks about culture so much, and doesn’t refer to the cultural norms that are created by the dominance of those models	CF is worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.	3
there are about six times more savers than borrowers	CF is worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.	3
the fundamental message of consumer capitalism is one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”	MB could see First witness and CF kind of veering	3
you’ve got 14.2 million people who are self-employed, lots of people working shifts, working part-time, relying on commissions and bonuses.	You wanted to provide for yourself	3
the banks are the lenders	SR is shying away from stigma	3
what the Jubilee Debt Campaign says is that this isn’t simply a matter of individual morality	it’s so insulting	3
people have / do not have to have that	that takes away most of the ability of society to use future income to fund an unaffordable product right now	3
JL's actually financing lifestyles that people can’t actually afford	this activity is not taking advantage of people in a moment of great weakness	3
the value of your savings is likely to be periodically inflated away	the fundamentals of the economy aren’t generating what you want	3
it’s / it's not a very important thing to do	that is totally untrue	3
They're average people on the whole	JL's industry doesn’t want to pull the wool over people’s eyes.	3
underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges	if I want a washing machine, I have to go to the launderette every week at the moment and spend several pounds in the launderette	3
CF's got no savings	it’s derived again from the tendency towards bail-outs.	3
all debt is not immoral.	there’s been 100 billion pounds transfer from savers to borrowers	3
It was a state mechanism to compensate for that, that we have this	credit advertising is highly regulated	3
The interest rate varies by the amount of the charge for the credit but also the time over which you repay it	culture follows economics	3
CF went to a lot of conferences, with a lot of policy people, who said, “We are living in a new era, the knowledge economy. We don’t have to produce anything anymore. Guess what? I mean, we can...”	that has to be the case	3
the fact is, if living standards aren’t going up what you do is you let people borrow money	It gives a very strong impression that you can borrow with impunity	3
We don’t allow fatty products to say they're healthy	that is not irresponsible	3
It’s not that CF wants to let people off the hook	it is simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate	3
he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	they are choosing to borrow small amounts of money for short periods of time	3
the history of the financial services industry does not demonstrate that this is an industry with a deep commitment to exploiting those weaknesses	people aren’t very good at understanding financial products	3
he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	if you get into debt, and you can never get out of it, that’s slavery	3
the underlying state of our society is highly, highly unequal.	that does undermine the moral fibre of a country	3
we don’t allow them to say things which are misleading	if you get into debt, and you can never get out of it, that’s slavery	3
they will take no responsibility for society	much debt is incredibly valuable.	3
if you just take the taxpayers, that is half a million pounds of debt that we all have	The people who lose money are the taxpayers	3
it is a reasonable thing for the state to intervene in those cases	this cost is forced onto them	3
these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?	if they're virtues, that implies that the opposite of thrift and prudence is immoral	3
the knowledge is bounded	a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”	3
the problem is that the only thing the banks have done is kind of consumer credit	the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free	3
there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”	that was a political strategy, a way of covering things up	3
Human beings are not very good at the long-term	SR is shying away from stigma	3
they had to be over-hauled because xxx	if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance	3
a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”	people aren’t very good at understanding financial products	3
this is the moral maze	in the current situation both savers and borrowers are doing extremely badly	3
you start again with some very strict rules and a stigma.	they’re descending personally into financial chaos	3
When people either knowingly, or unknowingly, get into a position where they simply cannot service the debt. And that’s where the problems start arising	In the marketing department	3
a lot of people are making no provision for their future	JL's not financing lifestyles that people can't afford	3
The consumer credit industry is very highly regulated	debt is necessary for the economy	3
the reason that so many people have defaulted on their mortgages is not the result of tens of thousands of random decisions by individuals	the history of the financial services industry demonstrates that this is an industry with a deep commitment to exploiting those weaknesses, in order to make a fast buck	3
This stopped not because of the big bang, which liberalised banking, which is what everybody thinks	there's no morality in that	3
that’s a distinction that we’ve somehow lost	people aren’t very good at understanding financial products	3
JL should be worried that he's taking advantage of people when they are really in no position to negotiate	the answer is that there’s too much debt for the same reason that there are too many unmarried mothers, and for the same reason that you get an overproduction of sheep	3
all that you need is a kind of credit based consumer thing	this is in SR's view, purely an economic issue / SR thinks there’s a moral dimension to it	3
You didn’t want to be a burden on the state	in terms of the morality of this, we have to be careful of stigmatising debt and remember the creative aspect of credit	3
JL doesn’t buy that at all	JL's actually financing lifestyles that people can’t actually afford	3
you don’t need it, anyway	the push is coming from the people with the money	3
they’re not going to do it on their own	since the Council of Nicaea, in 325, made usury illegal, and it stayed that way for about 1,200 years in Europe, there have been moral questions surrounding borrowing and lending	3
What is actually happening is that people are choosing to pay down their long-term debt, their credit cards and their bank loans	one of the problems we’re facing now is the fact that organisations, and indeed people who require debt, that what we’re doing is rolling everything over	3
The problem is that so much debt has been acquired that has gone towards non-productive usage	they will take no responsibility for society	3
This stopped not because of the big bang, which liberalised banking, which is what everybody thinks	JL doesn’t buy that at all	3
It raises living standards	If I lend you money, I'm taking a risk	3
if you get into debt, and you can never get out of it, that’s slavery	bankruptcy used to be shameful	3
We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses	it’s to do with credit liberalisation in the United States.	3
it is simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate	The constant need for government to regulate JL'S industry	3
that form of capitalism wasn’t generating sufficient surpluses	both sides of the transaction suffer as a result of ignoring moral hazard	3
debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	They're negligent	3
their core bills don’t	it’s a good idea, in a free society, to free people if they do get into terrible debt	3
We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses	That would be the normality	3
The government comes and bails me out	When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in	3
the banks are the lenders	the reason Dante confined them to the lowest circle of hell is because they made a big profit at the expense of very poor people, which was widely regarded as shameful	3
ND must stop attacking them and actually suggest that we want the rich to do something productive	First witness made a very practical case about what’s happened if you’ve got savings	3
quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised	a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow	3
MP has some savings, and MP has some borrowings as well .	if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that	3
People are no more stupid now than they were 150 years ago	buy now, pay later, is the kind of core morality of consumer capitalism	3
JL's actually financing lifestyles that people can’t actually afford	that does undermine the moral fibre of a country	3
When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in	it’s a very odd idea	3
they don’t have the security of future income that they did have before the credit crisis	they had to be over-hauled because xxx	3
where First witness and CF kind of wanted to talk about economic policy they would have agreed on a lot of things	people or nations have responsibility for what they borrow	3
bankers went to great lengths to advertise how prudent they were	the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee	3
JW is a Marxist	saving is morally good and can lead you to not be dependent	3
Michael Portillo should lend Michael Buerk a fiver	savers have lost out	3
if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance	debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	3
everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on	MT overestimates that	3
by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps	They’re stingy, not everybody is stingy	3
CF is worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.	what SR doesn't want to see is a return necessarily to debtors’ prison	3
what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails	the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.	3
we’re here to discuss the morality	Prudent/imprudent, it makes no difference to people lending their money to banks	3
if you get it slightly wrong you cause yourself a major problem, and you have the Office of Fair Trading on your back straight away, as is happening now with some leaders	as a society we had created a set of social norms and values which protected us from our innate short-termism	3
MT's got all the information there in front of him	whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy	3
it was quite old legislation	they are vulnerable	3
We are not facing the problem at all	We’re talking hundreds, if not thousands, of per cent	3
that is totally untrue	they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.	3
it’s difficult for savers to take the high moral ground	quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised	3
where First witness and CF kind of wanted to talk about economic policy they would have agreed on a lot of things	The constant need for government to regulate JL'S industry	3
thrift and prudence are virtues	They're negligent	3
they’re not going to do it on their own	they’re less stupid	3
You don’t pay an interest rate	the people who are doing the lending, and doing the borrowing, are in receipt of a tax funded subsidy for that activity	3
thrift is a perfectly sensible thing to do	It’s a bit like saying wearing a jumper is moral	3
it is simply the case that buying a cup of coffee is something which is substantially less demanding than working up a long-term interest rate	First witness made a very nuanced case	3
When you think about it now, CF finds it frustrating when she's trying to talk to people about the real state the economy is in	A lot of savers have spent much of their life putting money by, in the hope that they can provide for themselves in their old age.	3
it depends on the environment	the government guarantees your welfare in old age	3
there’s a massive moral issue as well	nobody’s blaming the poor	3
debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	the dismantling of those social norms, and those laws, have made us vulnerable	3
that’s a big moral problem	what happens under our current system of guarantees is if I lend money to a bank, which then lends it on recklessly, I don’t lose money when the bank fails	3
It can’t just sit there	Michael Portillo is a saver / a debtor	3
it’s not responsible to encourage people to mis-read something like that	the banks are so terrified that if they crystallise the debts their balance sheets will be insupportable.	3
In the marketing department	there's no morality in that	3
borrowers should not be doing badly	the cost of bank borrowing doesn’t rise as the bank gets riskier	3
the fundamental message of consumer capitalism is one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”	The problem is that so much debt has been acquired that has gone towards non-productive usage	3
JL should be worried that he's taking advantage of people when they are really in no position to negotiate	people should not have to pay their debts	3
And the problem is, as we have things at the moment, with inflation so high and interest rates at rock bottom, savers are seeing their money taken away from them	things start going wrong when you depress the price of money	3
It didn’t flow into those industrial activities	society benefits / suffers	3
xxx is the nature of the conversation in the marketing departments	if you want the moral hazard, instead of kind of just going on about the bankers, there is a danger that if we just said we’d write off debt, that it actually isn’t very helpful for our side, for ordinary people, to actually have that	3
this is the moral maze	It was a state mechanism to compensate for that, that we have this	3
very often they do have responsibility for what they borrow	that has become incredibly dangerous and insupportable	3
many people are unable to make ends meet and are having to take debt out at huge levels of interest.	consumers should have all the information that they need	3
JL's customers all have bank accounts	this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”	3
the cost of bank borrowing doesn’t rise as the bank gets riskier	First witness made a very practical case about what’s happened if you’ve got savings	3
They don’t want to stop it	It is the case that some of the greatest examples of social progress over the years have come from well-off rich people, banks and so on, investing productively	3
We’re talking hundreds, if not thousands, of per cent	this is the moral maze	3
The government and the Bank of England have decided, alone among the goods, that money should have a price determined sort of Soviet style, from the centre	the debts that are owed now, by us as a country, even if not individually, are a result of the fact that the banks have got off Scot free	3
you’d not use that argument to explain the reason, for example, why we have an increase in obesity, and claim that the supermarkets are exploiting people’s desire for food	if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance	3
xxx is how we deal with the fact that so many people now do seem to assume that they can have something for nothing	they're being misled	3
nobody’s blaming the poor	the government, in 2001, announced a review of the Consumer Credit Act 1974	3
It used to be, when SR was younger, when his parents and grandparents were around, that saving was the moral thing to do	thrift and prudence are not virtues	3
as things exist at the moment, it isn’t a matter of me deciding that I want a million different things, and I'm going to really have to go out and seek a loan	It’s going to have to find someone who will borrow it	3
it’s to do with credit liberalisation in the United States.	It can be a way of demonstrating independence	3
what we have is an artificial suppression of the price of money	It’s a virtue	3
JL's industry should simply be ethical	the problem is that the only thing the banks have done is kind of consumer credit	3
everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on	very often they do have responsibility for what they borrow	3
it’s the poor who suffer	While we were enjoying the benefits of the boom, in the first decade of this century, manufacturing output was declining by 25%	3
They're average people on the whole	the reason that so many people have defaulted on their mortgages is a result of tens of thousands of random decisions by individuals?	3
this was compensation for the fact that actually there was sluggish, slow, productive growth, that was then sold somehow as, “Well yes, but everything’s okay because we’ll fuel a consumer cross talking [0:38:41].”	In the old days of early capitalism, bankers were famously prudent people	3
JL's industry wants to comply with the regulations that others have determined. Not just in the UK, but in the whole of the EU	In some ways you need that discipline, to be a saver, to think, “I won’t get into debt”	3
They're negligent	it’s (to get in debt) quite morally neutral.	3
the cost of bank borrowing doesn’t rise as the bank gets riskier	you do actually want to say, “Money doesn’t grow on trees.”	3
The government comes and bails me out	We’re not talking of single figures	3
we’re talking about vastly enormous interest rates	The consumer credit industry is very highly regulated	3
this is the moral maze	It is the case that some of the greatest examples of social progress over the years have come from well-off rich people, banks and so on, investing productively	3
all debt is not immoral.	SR is shying away from stigma	3
We don’t allow fatty products to say they're healthy	We’re pretending the problem isn’t there	3
this is quite a tricky discussion	SR is shying away from stigma	3
the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee	this is quite a tricky discussion	3
by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps	every single man, woman and child in this country is now £240,000 in debt	3
The problem is that so much debt has been acquired that has gone towards non-productive usage	quite broadly in society, some of the problems we have is that behaviours which are self-destructive, and also anti-social, are not stigmatised	3
JL's industry doesn’t want to pull the wool over people’s eyes.	people are taking on too much debt because xxx	3
he didn't half did	it is xxx about JL's industry that leads him to want to pull the wool over people’s eyes	3
It’s been created by a sense of impunity, of invulnerability	the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.	3
there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”	the economy is in such a terrible state that in order to expand the economy, and get us out of this crisis, we have to encourage people to borrow.	3
you do actually want to say, “Money doesn’t grow on trees.”	in the current situation both savers and borrowers are doing extremely badly	3
debt is morally neutral in the sense that it can be good to be in debt	that has to be the case	3
everyone who puts money into a bank, or a building society, is putting it there so that the bank can lend it on	when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own	3
It’s a virtue	whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy	3
the underlying state of our society is highly, highly unequal.	it’s, as it were, intellectually honest to kind of play out the virtues of saving, as opposed to borrowing, when really, unless the two kind of balance out in an economy, there’s no point saving	3
by artificially suppressing the price of money savers were being penalised, rather than people who’ve been improvident perhaps	xxx is where the money flowed	3
they will take no responsibility for society	every intellectual, left and right, everybody went along with it	3
It used to be, when SR was younger, when his parents and grandparents were around, that saving was the moral thing to do	JW is a Marxist	3
underneath that, in small print, it becomes absolutely clear that you’ll be paying all sorts of charges	this idea of usury has been fiddled over the years	3
we’re talking about vastly enormous interest rates	we are getting to the point where debt is simply going out of control	3
MT would adopt a more kind of quasi Marxist position	We’re not talking of single figures	3
things start going wrong when you depress the price of money	the value of your savings is likely to be periodically inflated away	3
it’s (to get in debt) quite morally neutral.	First witness made a very nuanced case	3
JL's actually financing lifestyles that people can’t actually afford	a lot of people are making no provision for their future	3
we’re here to discuss the morality	They do	3
there’s been 100 billion pounds transfer from savers to borrowers	JW is not sure about the ad.	3
when ND comes up with this line about sub-prime debt, that this was economic policy, to push loans onto people who couldn’t afford them, the people actually accepting those loans have / have no personal responsibility of their own	It gives a very strong impression that you can borrow with impunity	3
A lot of savers have spent much of their life putting money by, in the hope that they can provide for themselves in their old age.	nobody’s blaming the poor	3
thrift and prudence are not virtues	ND must stop attacking them and actually suggest that we want the rich to do something productive	3
there are people who save	every few years JL's industry finds a new way of preying on people’s inability really to understand complex financial products	3
the culture of irresponsibility, or recklessness, around finance has been created not by people’s stupidity	It was their avoidance of being democrats and trying to win us politically	3
many people are unable to make ends meet and are having to take debt out at huge levels of interest.	they will take no responsibility for society	3
consumers should have all the information that they need	£55,000 of debt	3
They're negligent	It was their avoidance of being democrats and trying to win us politically	3
if you borrowed £200 from me, and in 30 days time you pay back £250, the interest rate on that is 1,413.01%	a lot of people are making no provision for their future	3
debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	MT would adopt a more kind of quasi Marxist position	3
a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow	very often they do have responsibility for what they borrow	3
It’s not that CF wants to let people off the hook	It’s going to have to find someone who will borrow it	3
people or nations have responsibility for what they borrow	It can’t just sit there	3
Somehow there was an extraordinary sea change, in which acquiring debt not only lost the stigma that it had before but became actually the thing to do	it shouldn't be stigmatised to get into debt at all	3
every intellectual, left and right, everybody went along with it	JW is a Marxist	3
it’s derived again from the tendency towards bail-outs.	The regulations have been over-hauled three times in the last decade	3
xxx is the nature of the conversation in the marketing departments	What is actually happening is that people are choosing to pay down their long-term debt, their credit cards and their bank loans	3
they will only do it if they are regulated	bankruptcy is xxx	3
there is/ is not a moral distinction between the two	if you just take the taxpayers, that is half a million pounds of debt that we all have	3
Michael Portillo is a saver / a debtor	it’s been pointed out that borrowing money can have disadvantages, as well as advantages	3
there is too much debt because xxx	it’s derived again from the tendency towards bail-outs.	3
it’s not responsible to encourage people to mis-read something like that	If I lend you money, I'm taking a risk	3
they’re less stupid	it was quite old legislation	3
SR would never dream of saying that	the answer is that there’s too much debt for the same reason that there are too many unmarried mothers, and for the same reason that you get an overproduction of sheep	3
we have a system dominated not by productive capitalism but by finance capitalism and consumer capitalism	not all debt is bad	3
a young person decides to take out a mortgage, which is taking out a massive debt, so that they don’t have to be dependent on their parents, or don’t have to be maybe dependent on a council house. It’s a sign of independence.	culture follows economics	3
if you get into debt, and you can never get out of it, that’s slavery	most people put more effort into choosing the coffee shop that they buy their coffee from than which bank they put their life savings in	3
if ND's going to raise his banner for anybody who’s doing badly in this situation, he should have raised it for savers, in the first instance	everyone, from the ancients to kind of most world religions, see thrift and prudence as virtues because xxx	3
credit advertising is highly regulated	he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	3
it’s been pointed out that borrowing money can have disadvantages, as well as advantages	they are pushing	3
CL's not in debt at the moment	savers need saving because xxx	3
whatever about papering over the cracks of inequality, it certainly was papering over the weakness of the productive economy	they think that the only way they can win the hearts and minds of the demos [0:40:06], which has not been true economically, is to buy us off with a sub-prime mortgage and a cheap sofa.	3
the history of the financial services industry demonstrates that this is an industry with a deep commitment to exploiting those weaknesses, in order to make a fast buck	It gives a very strong impression that you can borrow with impunity	3
it was quite old legislation	there is too much debt because xxx	3
While we were enjoying the benefits of the boom, in the first decade of this century, manufacturing output was declining by 25%	that was a political strategy, a way of covering things up	3
things start going wrong when you depress the price of money	the knowledge is bounded	3
there is/ is not a moral distinction between the two	I get loans pushed on me all the time	3
