t1	t2	type
They don’t want to stop it	It doesn’t expect that if you have a false set of structures, or a false set of purposes, that everything will be fine if you just have very good individuals	3
it can if they can get it to the people who need it	I think the interesting thing is that banks do have codes of ethics, but to the extent they have them they are incredibly disappointing, if not total crap.	3
there are lots of other people who are lenders too	there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area	3
a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”	MT didn't learn that in school, 40 years ago	3
Claire has an answer to Neil's complaint that the market in housing has seriously distorted the housing benefit	MT overestimates that	3
the fundamental message of consumer capitalism is one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”	they need help getting back on track	3
Without these things it doesn’t function.	We’ve had a welfare system now for decades that says, “We will pay you more to be on benefits than to take work.”	3
the present government of Britain should be held responsible for responsibility for the these atrocities of its predecessor administration many decades ago	it’s, as it were, intellectually honest to kind of play out the virtues of saving, as opposed to borrowing, when really, unless the two kind of balance out in an economy, there’s no point saving	3
I welcomed them to the Church actually	the context for the atrocities having been carried out by agents of the British Government at the time, the context was the atrocities being carried out against them by the Mau Mau	3
It can’t be shamed into good behaviour, or even punished into good behaviour.	she represents justice and the common good	3
it’s a good idea, in a free society, to free people if they do get into terrible debt	you can see an observable reality, is that families exist who are trouble	3
that would be the view of the claimants and their representatives. And also the current government of Kenya.	a lot of listeners will be thinking, “What is the point of being prudent? There’s no reward for it whatsoever.”	3
that is a rather a gloomy view of faith	one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do	3
bosses don’t really know what’s going on	The oath taken by the Queen is another very good example.	3
they’ll be the first, often, to admit they need a lot of help.	I know bankers who behave absolutely splendidly	3
People move, in a life course, move in and out of work	the figures are not a moral issue	3
First witness's not here to demonize debt	one generation’s fortunes are rather dependant on how the generation before them treated them	3
the welfare system is the problem	that gives it its specific meaning	3
JB does not blame the people-	individual faith, whatever it’s kind – religious faith or secular faith – faith is completely contingent on our social circumstances	3
all debt is not immoral.	there’s a danger here that Christian basically cannot see a possibility of breaking this, or people breaking it themselves	3
the issue is one of poverty, and resources.	there are families that are in trouble	3
Those different structures relate to a different sense of what the purpose of money is	that’s what William Beveridge wanted when he was designing the welfare state	3
it’s a way of transforming the moral issue from a lack of jobs, a lack of a provision, to an internal failure to do that	Housing benefit has not a debilitating ?effect	3
it needs thoughtful reform to avoid the tendency that it has to trap people in dependency as a way of life	Then that leads to poverty, and not to mention family breakdown.	3
these aspects have been looked at in huge detail in the last 10 years by government, by consumer groups, by the industry, by academics	that's the great difference between the Empire and Nazism	3
many people are working who get it	William Beveridge thought about having this two-tier system	3
they are effectively trying to hand over to some kind of stable rule and in certain circumstances you have to suppress	she is trying to do something about children- the whole scheme is trying to do that	3
There’s a risk that they can be brought up into wonderful families and turn into monsters.	I think that competence is lacking in the banking industry	3
they’re not just playing with their own money	CF's got no savings	3
JB likens it to a mouse trap which has a rather stale piece of cheese in it	there are many forms of state intervention	3
They can be prejudiced against white people	Some regulation might help	3
it’s to do with credit liberalisation in the United States.	that’s not right	3
there’s a demand of equal concern that the State has for everyone, such that if these interventions are not working for the most needy cases	we are just providing the work that people want to do	3
Liberal societies have often known that the family can be a nexus for forms of unequal opportunity	people should do xxx in a place like Merthyr Tydfil	3
there's nothing wrong with this	it’s an interesting thought experiment to say that the young could survive on their own, because they’ve got the get up and go, and we should let the witnesses at it, is worth considering	3
what AB and AM’re talking about here is non-domination	they’re not going to do it on their own	3
they're in debt	There is a problem with judging the past by our values	3
here you don't have specific perpetrators.	the problem is that the only thing the banks have done is kind of consumer credit	3
this is a moral programme	Generally investment banking reflects business and commerce as a whole.	3
it’s obvious	The poor don’t lack that any more than the rich.	3
JB wants to get rid of the welfare state, the welfare system	The basis of Capitalism is actually that it requires belief and trust and credit.	3
You take someone like Bob Diamond, in other industries he would have been sent off for two years to run branch banking so he knew more about it, before becoming a group Chief Executive.	it is / is not right in its strategy for tackling it	3
It can be a way of demonstrating independence	It’s a social issue, not a moral issue.	3
if one is a Liberal, the principal of neutrality is as good as any other.	it is a good point Clifford makes	3
they do need help	The people who lose money are the taxpayers	3
I would give, as one example of an organisation that’s changed, the BBC actually, which now tends to be pretty truthful even if only because it wasn’t in the past.	It’s only since the state intervened that people have been uninterested in which bank they put their money in	3
When KM asked the first witness about, what was she doing – teaching people to live with poverty, she said “No”	that is the moral way of getting people to pay their rent on time	3
the knowledge is bounded	I’m talking about the essential shell of a company that it is actually essentially amoral. It’s not a person is it, in the sense that you and I are. It doesn’t have a conscience; it can’t be shamed. that morality is bound to affect the way people behave who work for it	3
she is trying to do something about children- the whole scheme is trying to do that	JB's no idea whether it’s innate	3
It is the illusion that there is a utopia that has led to the idea that you can give people money for not working, and that will cause no perverse results	that is a good case and something AM does take very seriously	3
that would be great	One is a kind of rule-based morality, which says, “We will impose standards on people, because that’s how they get better.”	3
There is an advantage to oaths that we should realise, that we should recognise	by hitching society’s wellbeing to free market Capitalism we’ve made a pact with the devil we can’t get out of	3
It’s fine to say to people, “You can decide what the good life is”, absolutely; autonomy, fine.	you don’t get round everything about what you should about welfare dependency and welfarism by just saying “Well I’m sorry, but I can’t deliver the revolution tomorrow.”	3
It’s not overwhelming	William Beveridge thought about having this two-tier system	3
we don’t want to blame them for that	Christianity is very ambivalent about money.	3
a lot of those investment bankers who have been pilloried haven’t been losing their clients	Owen seems to be finding every which way not to answer Anne's very sensible question	3
the reason banks take excessive risk is that they don’t pay the price for that risk-taking, because of the government guarantee	we need to think about, how we have a more paternalist system for people like that	3
and it’s fundamentally immoral	child tax credit is just like a much more generous version of child benefit	3
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	Owen's problem is that Owen will not say whether Owen finds it inherently undesirable or not, or that it leads to a situation which is very bad because it traps people	3
AM doesn't know what RS's solution would be if he didn’t go that way	in itself this is undesirable	3
that has become incredibly dangerous and insupportable	the young guy’d lost his job at Tesco	3
The difference is that this was an aberration	they are somehow or another demoralized and broken	3
it’s (to get in debt) quite morally neutral.	when people try to make a distinction between the deserving and the less deserving claimants, some people then kick up about it	3
if I have a child, I have to consider if I can afford the child	It’s a social issue, not a moral issue.	3
we’re talking here about families with children	there seemed to be a germ of compassion about what Neil was saying	3
The outside impetus is the equivalent of your spike in the steering wheel, and I think that’s necessary.	You wanted to provide for yourself	3
JL doesn’t buy that at all	that’s what social services have a responsibility to deal with	3
a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow	Yes, and even with these egregious examples of which I am the strongest possible critic, it is the case – because the system is still just about working – that trust and credit, and codes and mutuality and things like that still exist, to some extent.	3
The other is to say, “Morality is a form of human flourishing, which requires transformation of social conditions.”	AM is not in the same way	3
where First witness and CF kind of wanted to talk about economic policy they would have agreed on a lot of things	Sometimes people just want to have more children, even if they can’t afford them	3
in order to finance the trade and the extraction of resource in African countries, infrastructure was built and there was a degree of benevolence	incentives are irrelevant	3
this is a live debate	it’s almost as though people won’t take account of the fact they’ve got absolutely no money	3
What we do need to think about, are people’s incentives, and how you set up people’s incentives in the right way, that people do the right things	Justice would be multi-facetted	3
That surely is the challenge	that is fair	3
‘The Daily Telegraph’ pointed out there are 23 people chasing every job in this country	JL's actually financing lifestyles that people can’t actually afford	3
the State is already helping them	We’re talking hundreds, if not thousands, of per cent	3
there are lots of other people who are lenders too	there’s a demand of equal concern that the State has for everyone, such that if these interventions are not working for the most needy cases	3
the context for the atrocities having been carried out by agents of the British Government at the time, the context was the atrocities being carried out against them by the Mau Mau	their risk is really with the government, and whether the government will intervene	3
there’s the rub	Cameron’s concerns resonate with perhaps the majority	3
MT's got all the information there in front of him	And the problem is, as we have things at the moment, with inflation so high and interest rates at rock bottom, savers are seeing their money taken away from them	3
Mr Cameron was perfectly within his rights to raise that	there is a very important moral issue here,	3
Nothing good happened under Nazism	the welfare state system is creating a whole class of work shy, people who are incentivised not to work	3
Cameron has / has not a point	if the welfare state did not exist and you became unemployed, and you rely on your friends and family to get by, and then someone comes along and offers you a job but it doesn’t give you more money than your family and friends are going. We would still expect you to take that job	3
it’s only the right to a job that RS’d accept	both money and debt are essentially morally neutral	3
that is not irresponsible	incentives are irrelevant	3
people who grow up in very difficult families don’t run a risk of being difficult themselves	In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	3
the guilt must be on the side of the colonial power	Michael Portillo is a saver / a debtor	3
we will find troubled families	that was a political strategy, a way of covering things up	3
who spend their Christmases manning soup kitchens.	Investment banks historically haven’t invested in training their management, and that’s a real problem.	3
most people put more effort into choosing the coffee shop that they buy their coffee from than which bank they put their life savings in	it keeps them happy	3
nearly two million people t working tax credit, which means that they are in jobs which are so badly paid that they can’t survive, that they require benefits	KM said nothing of the sort	3
I think a lot of people would like to reject their bank, but they find it practically difficult to do so	when black people say, for example, Jews control the banks, that's prejudice	3
if you get into debt, and you can never get out of it, that’s slavery	The thing that is most frustrating is that, and in fact a number of witnesses worried about over dependence on the State.	3
savers have lost out	people who don’t work, who are unemployed, are depressed.	3
what you need to do is get in there, intervene in families where there is this misery, and do the best you can.	some people are not working because they can make a penny more from giving up their job and living at home	3
the CSJ has for years now looked at social reform across a number of areas	there was horror at Mau Mau.	3
it’s not necessarily solely a moral question	she is trying to do something about children- the whole scheme is trying to do that	3
that goes to the point that actually this is why these cases are significant	people are not naturally work shy	3
My concern is  that we now see people as though they’re going to replicate and reproduce.	the cost of bank borrowing doesn’t rise as the bank gets riskier	3
that is a good case and something AM does take very seriously	there is no statute of limitations	3
that’s a judgment that one might have	Claire would be all for reforming the welfare system and education	3
what SR doesn't want to see is a return necessarily to debtors’ prison	that’s actually coming down as a cohort effect anyway	3
By the 50s, the Empire is going	there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area	3
borrowing can be a wise choice for individuals	“Split up, don’t form couples”	3
there's no statute of limitations for murder	JB doesn't start from that position	3
You need laws that redefine what banking is	we could move some of that money around so it’s less for not working and more for going into work, and supporting those people who are trying hard on low wages, and who we want to see succeed	3
William Beveridge thought about having this two-tier system	I think Christianity has still not got its head around making money.	3
In a sense he’s very similar to the abolition of the Board and Lodgings Allowance that Margaret Thatcher brought in at the end of the ‘80s, which obviously saw a huge spike in rough sleeping	credit advertising is highly regulated	3
even if this hearing itself or the damages claims by these three individuals are concerned, it should / should not be the occasion for examining the colonial legacy	yes you can have a different structure for the industry, but you end up back with investment banks.	3
You’ve got no capacity.	it seems to be odd that JW talks about culture so much, and doesn’t refer to the cultural norms that are created by the dominance of those models	3
Ethics relies upon, in some sense, hierarchy; some hierarchical authority, and in some sense a social purpose. But actually, neither of those things exist in investment banks	you are stretching your definition in order to make the British Empire fit into that?	3
both money and debt are essentially morally neutral	thrift and prudence are virtues	3
Thousands were made landless, homeless and reduced to absolute poverty	The thing that is most frustrating is that, and in fact a number of witnesses worried about over dependence on the State.	3
families don't really have much agency themselves	The State can never really be neutral though,	3
they are right about that	that hints to the kind of schism around citizenship that we have here in the United Kingdom	3
People talk about abuse at the same time as talking about getting kids to school on time, at the same time as talking about them not eating the right kind of food and not reading to their kids	that’s what William Beveridge wanted when he was designing the welfare state	3
they have to look at the interests of the child, and to have a debate about the environment in which you bring children into the world	That’s not individualism	3
it can be dangerous, and particularly for the most vulnerable	there’s the rub	3
it’s these broader circumstances that we really need to get to the nub of	this actually has a fine tradition elsewhere	3
to concentrate simply on the individual, and his or her response, as opposed to the context of their lives, is immoral.	they are lenders	3
what we need is more houses	Owen has answered Anne's question	3
he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	Anne and Ruth agree that there are some troubled families	3
thrift and prudence are not virtues	They’re both trouble to those within their family, particularly their children, and their and those around them	3
we all know people who will tell you about some terribly wretched childhood that they’ve had	it’s been pointed out that borrowing money can have disadvantages, as well as advantages	3
the wider context is the colonial dispossession	it’s a problem that the sense of individual self-reliance, and standing on your own two feet and actually doing everything to avoid taking money from the state because you want to be politically independent and morally and individually independent has been sapped away at, chipped away at by the growth of welfarsim	3
If we live in a society where you get kudos for having just a whole lot of money, then people will pursue that	it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”	3
that's a hang up Britain has got	if you haven’t had that template then you can’t	3
MT has got to look at the underlying economic incentives	you start again with some very strict rules and a stigma.	3
there are not very specific perpetrators	that form of capitalism wasn’t generating sufficient surpluses	3
You wanted to provide for yourself	we should be very circumspect in the way we intervene in families,	3
the Government seems to be targeting only the poor for intervention	These things lead to poverty	3
xxx is how JB regards it	Ethics relies upon, in some sense, hierarchy; some hierarchical authority, and in some sense a social purpose. But actually, neither of those things exist in investment banks	3
People have a moral duty to work to support themselves	MB's been reading it too	3
unemployment is a crime not a personal tragedy	if you get into debt, and you can never get out of it, that’s slavery	3
in itself this is undesirable	we’re talking about the general sort of, philosophical underpinning of this.	3
we do look back to the fact that people were making stirring speeches about it at the time	justice would look like xxx	3
CF is worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.	everything can just carry on	3
If Ruth's not wholly opposed to it, she finds xxx so objectionable that Louise Casey’s offering	the reason that so many people have defaulted on their mortgages is not the result of tens of thousands of random decisions by individuals	3
JL's industry wants to comply with the regulations that others have determined. Not just in the UK, but in the whole of the EU	these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?	3
This took place in the colonial era	I think one interesting thing to look at is difference between the adverts that investment banks for clients in things like The Economist or The Financial Times, which say that they’re all about innovation and client service, and then the values that they espouse internally. Particularly during annual reviews, where what they’re after is people who are about making money, and are committed to making money for the firm.	3
witnesses don't have an answer to that	ND must stop attacking them and actually suggest that we want the rich to do something productive	3
SR didn’t mean to say that, if it came across as that, at all	even if this hearing itself or the damages claims by these three individuals are concerned, it should / should not be the occasion for examining the colonial legacy	3
it is not	relative to many other countries surely it's an exemplar of inclusivity	3
there is a no utopia	The way Neil would describe a lot of the people Neil's met who have been long term unemployed is kind of defeated, kind of depressed	3
If you take the classic Louise Casey situation: a mother, serially deprived, not been parented herself, can’t look after her child, the child is truanting, the child’s getting into crime, the mother has mental health problems, the mother is abused, non-domination has nothing do with it	they need help getting back on track	3
they’ll be the first, often, to admit they need a lot of help.	JB wants to get rid of the welfare state, the welfare system	3
if you were a Martian, and you descended and looked at what’s going on at the moment, the first thing you would say is that the lenders are being under-rewarded, not that the borrowers are being fleeced.	that help should be very carefully calibrated, to restore the capacity for independence and personal responsibility	3
Claire has no answer to Neil's complaint that our market in housing has seriously distorted the housing benefit	it’s fair	3
there are many examples in society where these codes of proper conduct have continued	that is totally untrue	3
That's not good enough	rich countries in the West occupying countries of other people and imposing their rule on them and generally speaking extracting various forms of wealth from those countries to benefit the host country	3
that takes ES xxx	that’s where we can start asking the questions	3
these families, and the problems they face, have many causes, complicated, springing from social structures, cultural attitudes, all sorts of things	There is a problem with judging the past by our values	3
the big issue here is where the boundary should lie between the family and the State; how much the State should be allowed to, interfere is value laden, intervene.	If we’re returning to the notion of the deserving and the undeserving poor, xxx happens to the children of the undeserving	3
there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”	the CSJ has for years now looked at social reform across a number of areas	3
it was something like 16% of sub-prime borrowers didn’t even make a first payment	when it reduces by 90%- what Neil meant is that they were all in low paid, part time jobs	3
KM's not in this business	that would not reduce the amount we spend on housing benefit	3
Over a million people, young people, without work, it has a scarring impact	it all changed when xxx	3
In the old days of early capitalism, bankers were famously prudent people	what’s happened is, there’s been a huge and permanent increase in the number of people who are unemployed	3
that’s what’s trying to be addressed here.	we’ve stopped thinking of morality as something continuous, something that permeates your whole life, your whole work.	3
people who grow up in very difficult families don’t run a risk of being difficult themselves	This idea that you know, if your mother didn’t love you or you had a terrible background – sometimes the children, the daughters of those families become the most wonderful, careful mothers precisely as a reaction.	3
I'm not saying that	the cost of bank borrowing doesn’t rise as the bank gets riskier	3
and we ought to do the right thing	we do need to get back to this idea of desert	3
The interest rate varies by the amount of the charge for the credit but also the time over which you repay it	children can be vulnerable to domination to their parents	3
they will have experienced a drop of 10% overall in their living standards	The system itself is not intrinsically corrupt; it’s just a few bad apples who can be dealt with by tweaking the rules.	3
And if you suppress it, then in fact you're in a situation where the wealth that you look like you're generating is fool’s gold, not real wealth at all.	what is happening is that this is a small number of social work clients, 120,000	3
he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue	the problem is that welfarism has gone far beyond a safety net, or anything compassionate	3
we will find troubled families	In terms of moral responsibility then it, is pretty much anything allowed to them because it was a struggle of liberation	3
that argument is even stronger if the people you’re relying on are not your friends and family, but other people you don’t even know	It’s a social issue, not a moral issue.	3
it is a claim for compensation against the present government, which had no responsibility for what happened	That’s how JB regards it	3
It’s often kind of guilt money coming out	there’s certainly an argument to look at re-introducing a contributory principle back in to welfare. Something like the French system where if you lose your job you get 70% of your previous wage for a limited period	3
one of the jobs that the welfare system is quite reputably there to do, is to try and encourage the best of people, and to encourage the best that they can do	I think the interesting thing is that banks do have codes of ethics, but to the extent they have them they are incredibly disappointing, if not total crap.	3
we’ve seen millions of people claiming incapacity benefit, being dependent on benefits, young people have a sense of entitlement from the state, rather than a sense of self-reliance	That’s how JB regards it	3
it’s part of an industrial strategy for them to do that	part of the problem is the distinction people have drawn between the State and society.	3
if you listen both to Government spokespeople and the Prime Minister himself plus a lot of the media, you would think that all of the troubled families that they’re talking about are in a lot of trouble.	JW is a Marxist	3
we shouldn’t be too optimistic there that we can develop regulation that makes banks change their cultures	I believe this is capable of reform if we introduce codes, if we stigmatise bad behaviour, if we set about within organisations making sure the codes are adhered to.	3
What is wrong with what she is doing is that she is presenting that tiny minority of troubled families as typical of the poor	this is a live debate	3
we could move some of that money around so it’s less for not working and more for going into work, and supporting those people who are trying hard on low wages, and who we want to see succeed	we do not have got a lot to apologize for	3
I'm not saying that	it’s the poor who suffer	3
debt that actually goes to something that’s productive, and actually helps, is to be encouraged. 	individual faith is not strong enough	3
they don’t fit certain characteristics, such as for example, serial fatherlessness.	the figures are a moral issue	3
A good chunk of the world did notice the boom times that developed countries had.	they are somehow or another demoralized and broken	3
we are forced to do the analysis	there are other things that the taxpayers get back from the welfare state.	3
they actually want help,	we’ll not further entrench the type of poverty	3
the household has a low income	she was helping them manage their resources.	3
I'm not saying that	The trains ran on crime	3
the State is already helping them	It is a safety net	3
we haven’t actually done as much as we could have done	that is what the Government’s trying to get hold of	3
one thing KM may not be aware of is just how much benefits have been cut already by inflation	Yes, and even with these egregious examples of which I am the strongest possible critic, it is the case – because the system is still just about working – that trust and credit, and codes and mutuality and things like that still exist, to some extent.	3
terrible harm it’s done	you can’t separate morals from practice	3
If it were politically possible, JB would / would not want to abolish the welfare state altogether	the welfare state, as it is, is a safety net / is a trap	3
they reflect the standards of business generally	CL would feel better if the people who had suffered that injustice were compensated	3
people like KM who believe as a utopia, are precisely the ones who have led to bad policies and bad results.	ES has just muddled up civil and criminal cases	3
Owen seems to be finding every which way not to answer Anne's very sensible question	they want the relationships that go with work	3
if Britain thinks that it can move on to an inclusive citizenship without addressing these historical relics of colonialism that continue to plague contemporary debates about citizenship then frankly it's fooling itself	this activity is not taking advantage of people in a moment of great weakness	3
it is / is not right in its strategy for tackling it	there are two different ways of improving the incentives to work	3
It's only for Esther colonialism that is on trial here, not the behaviour of the insurgents at the time	the point about a welfare state is it was set up as a safety net, during a time of near full employment	3
that’s where we can start asking the questions	it’s judgemental	3
Investment banks are particularly difficult environments for us to have ethical expectations.	If we live in a society where you get kudos for having just a whole lot of money, then people will pursue that	3
what is happening is that this is a small number of social work clients, 120,000	the welfare state system is creating a whole class of work shy, people who are incentivised not to work	3
It’s been done to them, not done by them	The system itself is not intrinsically corrupt; it’s just a few bad apples who can be dealt with by tweaking the rules.	3
all that you need is a kind of credit based consumer thing	It’s not coercive at all	3
we need both debt and savings	it doesn't really answer why there was such outrage about it	3
there's no statute of limitations for murder	In every walk of life what really work, even in the economy, is when you negotiate what is reciprocally in your joint interests	3
it is the knock down argument	Liberal societies have often known that the family can be a nexus for forms of unequal opportunity	3
one of the things that RS picked up when he was listening in the green room was about this idea of this demoralisation	the growth of what Claire calls ‘welfarism’ is to do with, firstly the disappearance of so many skilled middle income jobs; and secondly due to the failure to build social housing	3
evidence shows that those who are in poverty are more likely to be facing all of these other forms of disadvantage	you are stretching your definition in order to make the British Empire fit into that?	3
CF doesn’t know	one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system	3
We're looking at this case in a multiple ways	there are 5 million people on the waiting list for social housing	3
What we need to do to deal with poverty is to do something about the 2 million children who live in poverty	they are not	3
Owen is the champion of the working class	a high proportion of people are desperate to work, that work on such low wages that they have to have benefits in order to top them up	3
that majority doesn't include CL	we’ll not further entrench the type of poverty	3
there’s some political rhetoric flying around that CG would not choose to be using.	it is the equivalent of calling people feckless and lazy to say that a lot of young people today have become so dependent in a passive way on somebody else sorting things out for them, that they do say “Why should I take that job? I don’t want to get up that early.”	3
it would be wonderful if politicians could just snap their fingers and create millions of jobs	it was something like 16% of sub-prime borrowers didn’t even make a first payment	3
it is a good point Clifford makes	they found that 11% of people who were on benefits said that they felt fully justified being on benefits and have discovered that life without the added complication of work has much to recommend it	3
the knowledge is bounded	if we’re in a Liberal society, as opposed to a Republican society, we might care about the principal of neutrality;	3
Britain is actually very unusual compared to other countries	You may have more or less of it, the scale may shift, the relativities may shift, but you do have poverty to deal with.	3
If that’s the kind of job system that Neil wants, it seems to be a deeply immoral way of dealing with the quest of work, and how people should look at work	The problem isn’t lack of employment	3
one that ought to, at least to some extent, be resurrected	They're negligent	3
state intervention only seems to be coercive state intervention in the lives and families of the poor	CL's no more sympathetic to economic determinism, or the idea that poverty creates this than anything else.	3
there’s a danger when you kind of say, “The poor are the ones who suffer. The rich are the bad guys.”	Unfortunately I just don’t think we can get away from the inherent complexity here, which is that rules can sometimes be good things and they can sometimes be bad things, but so can social norms	3
It creates a dependency on work	Claire is nervous	3
they are choosing to borrow small amounts of money for short periods of time	ND must stop attacking them and actually suggest that we want the rich to do something productive	3
And the problem is, as we have things at the moment, with inflation so high and interest rates at rock bottom, savers are seeing their money taken away from them	Investment bankers work very hard for their clients; they provide a lot of intellectual input and a lot of intellectual stimulus for the economy as a whole. They provide some positives as well.	3
What is actually happening is that people are choosing to pay down their long-term debt, their credit cards and their bank loans	these are banking reforms, they’re not moral	3
if Ruth keeps going like that, we won’t find any at all	Over a million people, young people, without work, it has a scarring impact	3
you can see an observable reality, is that families exist who are trouble	the desire to work is innate	3
The number of people that fall in the category that the 120,000 comes from, has been falling since 2004	the urge to get a job is overwhelming	3
Rules are what determine morality	only since the welfare state has there been permanent unemployment	3
families don't really have much agency themselves	there is a serious banking issue, yes	3
that majority doesn't include CL	the banks are the lenders	3
by hitching society’s wellbeing to free market Capitalism we’ve made a pact with the devil we can’t get out of	in itself there is / is not a danger there	3
the current debate is about deflecting debate from those failures onto the supposed moral fecklessness of individuals	that’s a big moral problem	3
we need both debt and savings	it’s these other areas, these increasing interventions that Claire is interested in	3
That is the essentially unjust element in this whole transaction	there is a no utopia	3
it will be an important opportunity for the individuals to make their case	You would think that you were imposing a kind of domination on your neighbors if you were just behaving very badly, and making everybody’s lives a misery around you	3
that does seem to correspond to the reality	MB's been reading it too	3
MT would adopt a more kind of quasi Marxist position	the household has a low income	3
JL's industry should not need to be wrapped up in red tape	Really horrible things might have happened to them	3
that undermines the whole argument that you make about incentives	it very much depends which side you take it,	3
MP and RL’re talking here about poor people being moral agents,	we might for instance want banks to split and to ring fence retail banking from high risk investment for instance	3
if you wanted to pay to work and to create a culture of work, it might be useful to have work in the first place, to have proper jobs at proper wages in the first place	There’s no discipline there	3
If there is an element of retrospective moral judgments, there are no problem with that	families have low income	3
they will only do it if they are regulated	if you wanted to pay to work and to create a culture of work, it might be useful to have work in the first place, to have proper jobs at proper wages in the first place	3
you can get people to effectively adapt to the conditions in which they live	If they take risks with their own money and they can lose their own money, then that’s absolutely fine.	3
MB's been reviewing it.	that's not correct	3
there are survivors, who have never experienced any form of recompense	The thing that is most frustrating is that, and in fact a number of witnesses worried about over dependence on the State.	3
this has somehow changed it to focusing on the individual behaviour	In terms of moral responsibility then it, is pretty much anything allowed to them because it was a struggle of liberation	3
the idea that people should take any job at any wages, any conditions is an immoral position to take	Dutch bankers have to take an oath	3
consumers should have all the information that they need	It seems to be a mixture of arrogance and absurdity	3
anyone’s saying it should be two, or three, and that’s the limit	we only saw riots last year with young people saying “Why shouldn’t I have this? Why shouldn’t I have that?”	3
That’s AB's sort of neutrality	as part of that programme, Helen would say that Helen does have a remit to ask parents to consider what having another child would mean for them, and to get them to consider the opportunities for contraception	3
the State has taken a moral position	I think it’s more a matter of trying to shape	3
we have a huge problem with unemployment	this argument as benefits somehow taking people out of jobs, or disincentivising people simply doesn’t work	3
credit advertising is highly regulated	that would be great	3
it is imbued with geography, history and culture	In Hammersmith, Fulham, Kensington, Chelsea and Westminster, which is a tri-borough consortium, they were given the target of 1720 families out of the 120,000	3
My concern is  that we now see people as though they’re going to replicate and reproduce.	that is not a particularly moral position to take	3
You talk about greed; people are indeed very angry about large bankers bonuses.	If somebody’s not willing to reward you by borrowing your savings, there’s no point doing the saving.	3
the system seems to be very, very heavily weighted against them.	People are no more stupid now than they were 150 years ago	3
MB's been reviewing it.	that does undermine the moral fibre of a country	3
we cannot take away the fact that these were people who were simply fighting to reclaim their lost lands	it’s compulsion	3
terrible harm it’s done	if you look at the figures, fatherlessness, family breakdown, is disproportionately represented in all these social problems. 	3
It very much depends on the specific incident you are talking about and which side are you going to go on?	they are pushing	3
these are elderly victims	the first and third witnesses didn't seem to draw much a distinction between the British Empire and the Third Reich.	3
it is a claim for compensation against the present government, which had no responsibility for what happened	there’s no realistic consideration, or real world consideration	3
Kenyan cannot just do little policy bits to get Kenan off the argument	We’d still be much better off	3
Sometimes people just want to have more children, even if they can’t afford them	AM shouldn't go all ‘Fifty Shades of Grey'	3
they are surely to be presumed to be capable of being helped in a way that allows them to live independent lives.	we should be very circumspect in the way we intervene in families,	3
the State has taken a moral position	it’s much more likely	3
Some of the people who are doing these wonderful things, and show that they value things in life well beyond money, are also somehow running these really crooked organisation	terrible harm it’s done	3
The system itself is not intrinsically corrupt; it’s just a few bad apples who can be dealt with by tweaking the rules.	if child doesn’t go to school, if it’s truanting, it gets into crime, it doesn’t do well at school, it doesn’t achieve, it doesn’t get a job, and so on	3
people can be tempted out of work	credit raises living standards	3
if you get it slightly wrong you cause yourself a major problem, and you have the Office of Fair Trading on your back straight away, as is happening now with some leaders	this is quite a tricky discussion	3
James made this very clear – James wasn’t blaming individuals	They do bear responsibility.	3
They do bear responsibility.	we have a huge problem with unemployment.	3
some of the world is suffering from the impact of development on climate change, for example.	it is reasonable to argue that given what they went through, as the closest they can get to the people who perpetrated this is the British state, indeed the state benefitted from colonialism in a variety of ways, it's reasonable that they should seek recompense from the British state	3
it’s a very good point, Clifford’s just put Clifford's finger on it, about the fourth undeserving child or however many you want to put on the State’s payroll	the problem with freedom is it’s become a cuckoo value	3
They’re completely negligent in this area	It’s very difficult to parent well in those circumstances.	3
